-0.47833053, -0.48514993, -0.49370344, -0.50319366, -0.51464741, -0.53061545, -0.55188279, -0.53297383, -0.53435100, -0.53674709, -0.54843592, -0.57049013, -0.58301061, -0.59971613, -0.61242207, -0.62215036, -0.63507992, -0.65871729, -0.65822554, -0.65285760, -0.65338070, -0.65835641, -0.66783855, -0.67350281, -0.67792439, -0.68187087, -0.68527395, -0.69362431, -0.70701030, -0.71843245, -0.66854818, -0.67991469, -0.68987654, -0.68366459, -0.67896903, -0.67643737, -0.67491003, -0.67350338, -0.67252222, -0.12201526, -0.08622674, -0.09186325, -0.13523644, -0.17542866, -0.18741201, -0.19538384, -0.20067374, -0.20453140, -0.22910968, -0.22117722
-3.02971712, -3.03883091, -3.04744463, -3.05571251, -3.05850402, -3.06672228, -3.08069249, -3.09817709, -3.12544919, -3.14079332, -3.15826737, -3.17688880, -3.19510474, -3.21546429, -3.24548192, -3.26949701, -3.26910565, -3.27832858, -3.29068798, -3.35490705, -3.43433327, -3.46944457, -3.50050594, -3.53126932, -3.55814009, -3.58260144, -3.60451536, -3.62592064, -3.64867198, -3.67211339, -3.69543773, -3.71939001, -3.74414100, -3.76871803, -3.79294853, -3.81857738, -3.84481682, -3.88244328, -3.91091218, -3.89819697, -3.89670537, -3.90865640, -3.92433114, -3.94636751, -3.96773598, -3.98648495, -4.00839627, -4.03209100, -3.52620592, -3.48568491
-7.95708301, -8.00175548, -8.04406015, -8.08428551, -8.12568591, -8.16718660, -8.19666402, -8.23466625, -8.31610324, -8.36932640, -8.39621842, -8.41937194, -8.44899135, -8.47967578, -8.51967670, -8.56109734, -8.60224570, -8.64365839, -8.68684504, -8.74331711, -8.84241501, -8.90997802, -8.96249476, -9.01130039, -9.05649338, -9.10290692, -9.15295043, -9.20377851, -9.25484615, -9.30640304, -9.36189593, -9.41334891, -9.45538517, -9.49511795, -9.53509813, -9.57558966, -9.61622108, -9.65670288, -9.44716632, -9.51502867, -9.56769972, -9.62330713, -9.66753696, -9.70441874, -9.74266216, -9.78309144, -9.82470725, -9.86692030, -9.90967075, -9.92331038
-4.99600217, -5.02009901, -5.04294005, -5.06708679, -5.09274996, -5.11758685, -5.15299348, -5.20441283, -5.18798148, -5.17784065, -5.18688902, -5.19534808, -5.20718885, -5.23476868, -5.27221653, -5.30191991, -5.33026324, -5.35941764, -5.38705717, -5.13343353, -5.12054780, -5.10152033, -5.11309731, -5.11708959, -5.12763718, -5.15330706, -5.18267064, -5.21345119, -5.24546557, -5.27873343, -5.31180188, -5.34791828, -5.38740637, -5.42549361, -5.46288732, -5.50003051, -5.53830972, -5.58085167, -5.65807891, -5.64013707, -5.63464961, -5.59828319, -5.54779833, -5.56901717, -5.59547158, -5.62033845, -5.64493069, -5.67022554, -5.69667199, -5.72223430
-6.21511699, -6.24066722, -6.26699375, -6.29388475, -6.32432529, -6.35617324, -6.32039903, -6.48571167, -6.48986999, -6.51093787, -6.50977194, -6.54098964, -6.58706020, -6.63901098, -6.68049767, -6.71325141, -6.75144966, -6.84529673, -6.91774640, -6.97283955, -7.01811020, -7.06329108, -7.10872835, -7.15495237, -7.20083574, -7.24568641, -7.28911964, -7.33186521, -7.37486467, -7.41914057, -7.46274888, -7.50279079, -7.53929478, -7.58033562, -7.62646310, -7.67262792, -7.71585020, -7.75836106, -7.80060790, -7.83374887, -7.86378899, -7.89802331, -7.92868638, -7.94416597, -7.95688933, -8.00057635, -8.04592886, -8.09840223, -8.14215974, -8.19314654
-0.24969990, -0.24854712, -0.24161504, -0.20578259, -0.22210324, -0.25682170, -0.28229436, -0.31628133, -0.32556415, -0.33549132, -0.33872057, -0.34043999, -0.34345511, -0.34255876, -0.33443767, -0.33158435, -0.33682257, -0.33506291, -0.33297164, -0.15951585, -0.09197643, -0.07658508, -0.07552978, -0.07184500, -0.05843160, -0.05508435, -0.05185766, -0.05282064, -0.05677262, -0.05950381, -0.05740576, -0.06293201, -0.06999501, -0.07507573, -0.08253371, -0.09493917, -0.10542341, -0.24558768, -0.23645467, -0.23347977, -0.24840986, -0.26610058, -0.29379352, -0.31319152, -0.32670831, -0.33720768, -0.34576639, -0.35226453, -0.69242201, -0.58260349
-7.37013219, -7.38808822, -7.38359011, -7.40368098, -7.44083460, -7.47863500, -7.53596948, -7.57898193, -7.64279816, -7.70237714, -7.75652746, -7.81214276, -7.85164480, -7.90391746, -7.95664437, -8.00914714, -8.06062092, -8.11050827, -8.15446766, -8.19679454, -8.24500300, -8.29354114, -8.34081541, -8.38803705, -8.43468045, -8.48080234, -8.52647159, -8.57157268, -8.61707548, -8.66367329, -8.74613566, -8.82808462, -9.22497509, -9.28926747, -9.32595649, -9.36102841, -9.39650682, -9.43285136, -9.46994672, -9.51095214, -9.55290886, -9.59122017, -9.62727486, -9.66148667, -9.69502741, -9.72933689, -9.76362767, -9.78569236, -9.81587094, -9.85208710
-3.35878563, -3.39432560, -3.43184401, -3.47380345, -3.52164513, -3.57652662, -3.61127720, -3.66309679, -3.70937907, -3.74268232, -3.77271539, -3.79627069, -3.82325081, -3.85784582, -3.88614111, -3.91219891, -3.95629475, -3.98208558, -4.00586400, -4.02794915, -4.04579144, -4.06891783, -4.09495275, -4.12026099, -4.14407620, -4.16677787, -4.18845410, -4.21103067, -4.23740975, -4.40854489, -4.45716119, -4.45829356, -4.45582235, -4.45715406, -4.47530710, -4.49840262, -4.52222093, -4.54601252, -4.57252829, -4.62670439, -4.65650614, -4.67823987, -4.69721171, -4.71628375, -4.73232257, -4.75032288, -4.76944883, -4.78947894, -4.81097151, -4.83726256
-1.41103421, -1.43523983, -1.46252435, -1.48875382, -1.52573875, -1.55718045, -1.58200111, -1.54560860, -1.54671581, -1.57673315, -1.59296032, -1.60521775, -1.55043374, -1.52786887, -1.52111956, -1.52277544, -1.52769457, -1.52262727, -1.53202529, -1.54189640, -1.53197388, -1.53369295, -1.54719807, -1.55828838, -1.56673766, -1.57385987, -1.57907339, -1.59321089, -1.61584009, -1.47398118, -1.38943131, -1.41951976, -1.42616067, -1.42629850, -1.42895418, -1.43179241, -1.43226567, -1.43200643, -1.43479770, -1.41821561, -1.42393914, -1.42406979, -1.42348677, -1.41962336, -1.41364077, -1.40991489, -1.40785392, -1.40718049, -1.40522327, -1.40601836
0.00407411, 0.02779231, 0.05064929, 0.07120670, 0.09010954, 0.10813173, 0.13580491, 0.14656627, 0.13587071, 0.12303949, 0.11803519, 0.12286855, 0.10460592, 0.07817561, 0.04725568, 0.01653521, 0.05017778, -0.13185283, -0.22683057, -0.32200621, -0.34834504, -0.36643879, -0.37976906, -0.38635706, -0.38910120, -0.39115116, -0.38955082, -0.38679597, -0.38504271, -0.38393912, -0.37122841, -0.36900936, -0.36893796, -0.36438039, -0.36275931, -0.35567850, -0.35085657, -0.35172020, -0.35382913, -0.38995147, -0.37765983, -0.36606687, -0.35455387, -0.33763941, -0.33263214, -0.33331927, -0.33569699, -0.33888335, -0.43064931, -0.40228720
